"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",0.339097665653551,0.0445250430772982,-0.0249158741161524,0.065348802949103,0.190973050093302,-0.138758512507716,-0.0376152222153791,-0.257358681018339,-0.226581521349087,0.413491739309161,0.686626237033123,0.246973291852118
"2",-0.0107428801474884,-0.770861280598698,-0.565942028503995,-0.168073545815498,0.231257966530005,0.0473991583299235,-0.0334867918875852,0.0156777991397568,0.00462872155830155,0.000470435403087277,0.00151261822765636,-0.000599893539401194
"3",0.271591351402025,0.00286653234919773,-0.0583319505037278,0.361797856748644,-0.0164842615981435,0.874740022299217,0.156039362705587,0.0355952892919714,-0.0187129130195659,0.0173486110059865,0.014349958374749,0.00392449866163355
"4",0.198747411464589,-0.166842836951836,0.554716263569378,-0.700651549247192,0.250323001784053,0.263130701318076,0.0345487432972886,0.0301391023881925,0.00532346433736294,-0.00302439443393474,-0.000569458799592956,0.00102215020929519
"5",0.151873718960634,0.493382950163425,-0.584902494163983,-0.564251283403678,-0.222233323825184,0.147291709944355,-0.0288275441727971,-0.0267787287466863,-0.0057671448128766,0.0174547675747591,-0.0069745924273614,-3.49305355253245e-06
"6",0.280506819700874,-0.285774232048637,0.102617299291296,-0.0441245092648738,-0.656174516723162,-0.0770589829237074,0.141948743024228,-0.41389160563076,-0.0272273328811627,-0.394088059828631,0.175712707141523,-0.110865945431455
"7",0.336717846418432,-0.116778034498964,0.0468905180358737,0.0319741132786219,-0.21098571590271,-0.105782469751391,-0.0984946069591042,-0.0891634000542754,-0.403063804989494,0.504202142794855,-0.614544703984877,0.0454014354610402
"8",0.326324150548063,0.0884284963934275,-0.0952013743022141,0.0399473156771219,0.27650192889402,-0.263646485169144,0.830640598878704,0.0497080997488878,0.0716366297272595,-0.0806589516370377,-0.149945334384599,-0.0501507535725498
"9",0.327673471974299,-0.123221344978611,0.0347190751901024,0.0100413073713005,-0.343632974572333,-0.131054698757322,-0.057842032009398,0.778754016053996,0.257685272734875,0.103169143468784,0.170267273207155,0.158244633808714
"10",0.340710656654897,0.0421761804492926,-0.0150003994135285,0.0837884541335887,0.153317965845489,-0.076450520046937,-0.275245891879383,-0.109899588441217,0.408857648997884,0.163261729120378,0.0127825962089145,-0.750813049905282
"11",0.333911759688412,0.0982145391238029,-0.0464512302392026,0.0870719209901542,0.264620394949699,-0.0948860938100836,-0.2979112035441,0.239024720147679,-0.558113631444267,-0.563983071990063,-0.00177592450526493,-0.120977244005184
"12",0.339217020747585,0.0527908711912137,-0.0220151532523078,0.0895715754280398,0.185959140812527,-0.0611211977256077,-0.288823959418946,-0.270614861546544,0.484599782268631,-0.238753709936805,-0.260971238120144,0.564555264663992
